year,date,maxtemp,day
2006,2006-05-19,64,31551
2006,2006-05-20,68,31552
2006,2006-05-21,68,31553
2006,2006-05-22,66,31554
2006,2006-05-23,63,31555
2006,2006-05-24,68,31556
2006,2006-05-25,77,31557
2006,2006-05-26,78,31558
2006,2006-05-27,73,31559
2006,2006-05-28,72,31560
2006,2006-05-29,84,31561
2006,2006-05-30,70,31562
2006,2006-05-31,79,31563
2006,2006-06-01,89,31564
2006,2006-06-02,71,31565
2006,2006-06-03,59,31566
2006,2006-06-04,60,31567
2006,2006-06-05,70,31568
2006,2006-06-06,64,31569
2006,2006-06-07,57,31570
2006,2006-06-08,61,31571
2006,2006-06-09,63,31572
2006,2006-06-10,61,31573
2006,2006-06-11,73,31574
2006,2006-06-12,77,31575
2006,2006-06-13,73,31576
2006,2006-06-14,73,31577
2006,2006-06-15,78,31578
2006,2006-06-16,80,31579
2006,2006-06-17,84,31580
2006,2006-06-18,91,31581
2006,2006-06-19,93,31582
2006,2006-06-20,84,31583
2006,2006-06-21,79,31584
2006,2006-06-22,84,31585
2006,2006-06-23,84,31586
2006,2006-06-24,70,31587
2006,2006-06-25,66,31588
2006,2006-06-26,82,31589
2006,2006-06-27,84,31590
2006,2006-06-28,77,31591
2006,2006-06-29,78,31592
2006,2006-06-30,81,31593
2006,2006-07-01,84,31594
2006,2006-07-02,87,31595
2006,2006-07-03,84,31596
2006,2006-07-04,88,31597
2006,2006-07-05,81,31598
2006,2006-07-06,77,31599
2006,2006-07-07,82,31600
2006,2006-07-08,75,31601
2006,2006-07-09,87,31602
2006,2006-07-10,87,31603
2006,2006-07-11,84,31604
2006,2006-07-12,80,31605
2006,2006-07-13,75,31606
2006,2006-07-14,91,31607
2006,2006-07-15,89,31608
2006,2006-07-16,84,31609
2006,2006-07-17,91,31610
2006,2006-07-18,96,31611
2006,2006-07-19,77,31612
2006,2006-07-20,72,31613
2006,2006-07-21,88,31614
2006,2006-07-22,78,31615
2006,2006-07-23,77,31616
2006,2006-07-24,84,31617
2006,2006-07-25,87,31618
2006,2006-07-26,88,31619
2006,2006-07-27,91,31620
2006,2006-07-28,92,31621
2006,2006-07-29,90,31622
2006,2006-07-30,84,31623
2006,2006-07-31,80,31624
2006,2006-08-01,94,31625
2006,2006-08-02,98,31626
2006,2006-08-03,95,31627
2006,2006-08-04,74,31628
2006,2006-08-05,84,31629
2006,2006-08-06,75,31630
2006,2006-08-07,86,31631
2006,2006-08-08,83,31632
2006,2006-08-09,77,31633
2006,2006-08-10,86,31634
2006,2006-08-11,73,31635
2006,2006-08-12,77,31636
2006,2006-08-13,78,31637
2006,2006-08-14,86,31638
2006,2006-08-15,82,31639
2006,2006-08-16,83,31640
2006,2006-08-17,76,31641
2006,2006-08-18,82,31642
2006,2006-08-19,84,31643
2006,2006-08-20,84,31644
2006,2006-08-21,77,31645
2006,2006-08-22,84,31646
2006,2006-08-23,73,31647
2006,2006-08-24,71,31648
2006,2006-08-25,65,31649
2006,2006-08-26,69,31650
2006,2006-08-27,67,31651
2006,2006-08-28,72,31652
2006,2006-08-29,62,31653
2006,2006-08-30,73,31654
2006,2006-08-31,74,31655
2006,2006-09-01,69,31656
2006,2006-09-02,66,31657
2006,2006-09-03,67,31658
2006,2006-09-04,76,31659
2006,2006-09-05,72,31660
2006,2006-09-06,74,31661
2006,2006-09-07,73,31662
2006,2006-09-08,80,31663
2006,2006-09-09,84,31664
2006,2006-09-10,67,31665
2006,2006-09-11,66,31666
2006,2006-09-12,67,31667
2006,2006-09-13,67,31668
2006,2006-09-14,71,31669
2006,2006-09-15,71,31670
2006,2006-09-16,74,31671
2006,2006-09-17,77,31672
2006,2006-09-18,83,31673
2006,2006-09-19,82,31674
2006,2006-09-20,74,31675
2006,2006-09-21,66,31676
2006,2006-09-22,70,31677
2006,2006-09-23,71,31678
2006,2006-09-24,83,31679
2006,2006-09-25,68,31680
2006,2006-09-26,71,31681
2006,2006-09-27,69,31682
2006,2006-09-28,68,31683
2006,2006-09-29,68,31684
2006,2006-09-30,61,31685
2006,2006-10-01,60,31686
2006,2006-10-02,68,31687
2006,2006-10-03,76,31688
2006,2006-10-04,77,31689
2006,2006-10-05,69,31690
2006,2006-10-06,58,31691
2006,2006-10-07,59,31692
2006,2006-10-08,66,31693
2006,2006-10-09,80,31694
2006,2006-10-10,64,31695
2006,2006-10-11,60,31696
2006,2006-10-12,73,31697
2006,2006-10-13,60,31698
2006,2006-10-14,61,31699
2006,2006-10-15,57,31700
2006,2006-10-16,57,31701
2006,2006-10-17,55,31702
2006,2006-10-18,71,31703
2006,2006-10-19,65,31704
2006,2006-10-20,64,31705
2006,2006-10-21,56,31706
2006,2006-10-22,57,31707
2006,2006-10-23,56,31708
2006,2006-10-24,54,31709
2006,2006-10-25,55,31710
2006,2006-10-26,51,31711
2006,2006-10-27,49,31712
2006,2006-10-28,63,31713
2006,2006-10-29,53,31714
2006,2006-10-30,58,31715
2006,2006-10-31,65,31716
2006,2006-11-01,68,31717
2006,2006-11-02,53,31718
2006,2006-11-03,48,31719
2006,2006-11-04,48,31720
2006,2006-11-05,48,31721
2006,2006-11-06,57,31722
2006,2006-11-07,58,31723
2006,2006-11-08,55,31724
2006,2006-11-09,65,31725
2006,2006-11-10,63,31726
2006,2006-11-11,66,31727
2006,2006-11-12,58,31728
2006,2006-11-13,54,31729
2006,2006-11-14,62,31730
2006,2006-11-15,63,31731
2006,2006-11-16,69,31732
2006,2006-11-17,68,31733
2006,2006-11-18,53,31734
2006,2006-11-19,45,31735
2006,2006-11-20,44,31736
2006,2006-11-21,42,31737
2006,2006-11-22,46,31738
2006,2006-11-23,47,31739
2006,2006-11-24,53,31740
2006,2006-11-25,45,31741
2006,2006-11-26,58,31742
2006,2006-11-27,62,31743
2006,2006-11-28,54,31744
2006,2006-11-29,53,31745
2006,2006-11-30,69,31746
2006,2006-12-01,67,31747
2006,2006-12-02,62,31748
2006,2006-12-03,45,31749
2006,2006-12-04,41,31750
2006,2006-12-05,34,31751
2006,2006-12-06,46,31752
2006,2006-12-07,54,31753
2006,2006-12-08,34,31754
2006,2006-12-09,38,31755
2006,2006-12-10,52,31756
2006,2006-12-11,48,31757
2006,2006-12-12,45,31758
2006,2006-12-13,52,31759
2006,2006-12-14,57,31760
2006,2006-12-15,54,31761
2006,2006-12-16,53,31762
2006,2006-12-17,56,31763
2006,2006-12-18,55,31764
2006,2006-12-19,43,31765
2006,2006-12-20,43,31766
2006,2006-12-21,52,31767
2006,2006-12-22,43,31768
2006,2006-12-23,58,31769
2006,2006-12-24,50,31770
2006,2006-12-25,46,31771
2006,2006-12-26,49,31772
2006,2006-12-27,43,31773
2006,2006-12-28,44,31774
2006,2006-12-29,34,31775
2006,2006-12-30,37,31776
2006,2006-12-31,40,31777
2007,2007-01-01,48,31778
2007,2007-01-02,45,31779
2007,2007-01-03,51,31780
2007,2007-01-04,53,31781
2007,2007-01-05,63,31782
2007,2007-01-06,69,31783
2007,2007-01-07,51,31784
2007,2007-01-08,53,31785
2007,2007-01-09,43,31786
2007,2007-01-10,36,31787
2007,2007-01-11,35,31788
2007,2007-01-12,50,31789
2007,2007-01-13,51,31790
2007,2007-01-14,40,31791
2007,2007-01-15,41,31792
2007,2007-01-16,41,31793
2007,2007-01-17,19,31794
2007,2007-01-18,39,31795
2007,2007-01-19,40,31796
2007,2007-01-20,33,31797
2007,2007-01-21,27,31798
2007,2007-01-22,27,31799
2007,2007-01-23,32,31800
2007,2007-01-24,42,31801
2007,2007-01-25,28,31802
2007,2007-01-26,13,31803
2007,2007-01-27,27,31804
2007,2007-01-28,39,31805
2007,2007-01-29,28,31806
2007,2007-01-30,31,31807
2007,2007-01-31,33,31808
2007,2007-02-01,37,31809
2007,2007-02-02,37,31810
2007,2007-02-03,35,31811
2007,2007-02-04,25,31812
2007,2007-02-05,19,31813
2007,2007-02-06,27,31814
2007,2007-02-07,24,31815
2007,2007-02-08,27,31816
2007,2007-02-09,29,31817
2007,2007-02-10,33,31818
2007,2007-02-11,31,31819
2007,2007-02-12,37,31820
2007,2007-02-13,22,31821
2007,2007-02-14,37,31822
2007,2007-02-15,22,31823
2007,2007-02-16,29,31824
2007,2007-02-17,35,31825
2007,2007-02-18,34,31826
2007,2007-02-19,22,31827
2007,2007-02-20,49,31828
2007,2007-02-21,45,31829
2007,2007-02-22,40,31830
2007,2007-02-23,34,31831
2007,2007-02-24,35,31832
2007,2007-02-25,43,31833
2007,2007-02-26,36,31834
2007,2007-02-27,38,31835
2007,2007-02-28,41,31836
2007,2007-03-01,40,31837
2007,2007-03-02,44,31838
2007,2007-03-03,57,31839
2007,2007-03-04,41,31840
2007,2007-03-05,39,31841
2007,2007-03-06,23,31842
2007,2007-03-07,24,31843
2007,2007-03-08,26,31844
2007,2007-03-09,31,31845
2007,2007-03-10,52,31846
2007,2007-03-11,53,31847
2007,2007-03-12,55,31848
2007,2007-03-13,61,31849
2007,2007-03-14,68,31850
2007,2007-03-15,57,31851
2007,2007-03-16,38,31852
2007,2007-03-17,36,31853
2007,2007-03-18,34,31854
2007,2007-03-19,40,31855
2007,2007-03-20,44,31856
2007,2007-03-21,35,31857
2007,2007-03-22,57,31858
2007,2007-03-23,59,31859
2007,2007-03-24,46,31860
2007,2007-03-25,46,31861
2007,2007-03-26,47,31862
2007,2007-03-27,58,31863
2007,2007-03-28,56,31864
2007,2007-03-29,52,31865
2007,2007-03-30,61,31866
2007,2007-03-31,46,31867
2007,2007-04-01,52,31868
2007,2007-04-02,41,31869
2007,2007-04-03,44,31870
2007,2007-04-04,39,31871
2007,2007-04-05,45,31872
2007,2007-04-06,39,31873
2007,2007-04-07,42,31874
2007,2007-04-08,42,31875
2007,2007-04-09,50,31876
2007,2007-04-10,44,31877
2007,2007-04-11,50,31878
2007,2007-04-12,41,31879
2007,2007-04-13,49,31880
2007,2007-04-14,52,31881
2007,2007-04-15,44,31882
2007,2007-04-16,48,31883
2007,2007-04-17,42,31884
2007,2007-04-18,43,31885
2007,2007-04-19,51,31886
2007,2007-04-20,51,31887
2007,2007-04-21,75,31888
2007,2007-04-22,67,31889
2007,2007-04-23,86,31890
2007,2007-04-24,73,31891
2007,2007-04-25,59,31892
2007,2007-04-26,58,31893
2007,2007-04-27,50,31894
2007,2007-04-28,52,31895
2007,2007-04-29,49,31896
2007,2007-04-30,71,31897
2007,2007-05-01,68,31898
2007,2007-05-02,66,31899
2007,2007-05-03,68,31900
2007,2007-05-04,68,31901
2007,2007-05-05,67,31902
2007,2007-05-06,51,31903
2007,2007-05-07,65,31904
2007,2007-05-08,80,31905
2007,2007-05-09,86,31906
2007,2007-05-10,84,31907
2007,2007-05-11,76,31908
2007,2007-05-12,69,31909
2007,2007-05-13,66,31910
2007,2007-05-14,75,31911
2007,2007-05-15,82,31912
2007,2007-05-16,64,31913
2007,2007-05-17,50,31914
2007,2007-05-18,46,31915
2007,2007-05-19,53,31916
2007,2007-05-20,64,31917
2007,2007-05-21,66,31918
2007,2007-05-22,67,31919
2007,2007-05-23,73,31920
2007,2007-05-24,80,31921
2007,2007-05-25,92,31922
2007,2007-05-26,86,31923
2007,2007-05-27,71,31924
2007,2007-05-28,84,31925
2007,2007-05-29,79,31926
2007,2007-05-30,82,31927
2007,2007-05-31,65,31928
2007,2007-06-01,81,31929
2007,2007-06-02,86,31930
2007,2007-06-03,73,31931
2007,2007-06-04,60,31932
2007,2007-06-05,81,31933
2007,2007-06-06,72,31934
2007,2007-06-07,71,31935
2007,2007-06-08,69,31936
2007,2007-06-09,65,31937
2007,2007-06-10,71,31938
2007,2007-06-11,79,31939
2007,2007-06-12,74,31940
2007,2007-06-13,60,31941
2007,2007-06-14,60,31942
2007,2007-06-15,66,31943
2007,2007-06-16,76,31944
2007,2007-06-17,88,31945
2007,2007-06-18,81,31946
2007,2007-06-19,82,31947
2007,2007-06-20,79,31948
2007,2007-06-21,81,31949
2007,2007-06-22,74,31950
2007,2007-06-23,72,31951
2007,2007-06-24,79,31952
2007,2007-06-25,89,31953
2007,2007-06-26,95,31954
2007,2007-06-27,96,31955
2007,2007-06-28,92,31956
2007,2007-06-29,77,31957
2007,2007-06-30,82,31958
2007,2007-07-01,74,31959
2007,2007-07-02,76,31960
2007,2007-07-03,72,31961
2007,2007-07-04,82,31962
2007,2007-07-05,83,31963
2007,2007-07-06,85,31964
2007,2007-07-07,84,31965
2007,2007-07-08,91,31966
2007,2007-07-09,71,31967
2007,2007-07-10,69,31968
2007,2007-07-11,87,31969
2007,2007-07-12,84,31970
2007,2007-07-13,87,31971
2007,2007-07-14,79,31972
2007,2007-07-15,90,31973
2007,2007-07-16,81,31974
2007,2007-07-17,82,31975
2007,2007-07-18,71,31976
2007,2007-07-19,74,31977
2007,2007-07-20,85,31978
2007,2007-07-21,75,31979
2007,2007-07-22,78,31980
2007,2007-07-23,67,31981
2007,2007-07-24,84,31982
2007,2007-07-25,90,31983
2007,2007-07-26,92,31984
2007,2007-07-27,92,31985
2007,2007-07-28,87,31986
2007,2007-07-29,83,31987
2007,2007-07-30,76,31988
2007,2007-07-31,81,31989
2007,2007-08-01,82,31990
2007,2007-08-02,94,31991
2007,2007-08-03,95,31992
2007,2007-08-04,92,31993
2007,2007-08-05,76,31994
2007,2007-08-06,78,31995
2007,2007-08-07,74,31996
2007,2007-08-08,91,31997
2007,2007-08-09,76,31998
2007,2007-08-10,66,31999
2007,2007-08-11,81,32000
2007,2007-08-12,85,32001
2007,2007-08-13,85,32002
2007,2007-08-14,75,32003
2007,2007-08-15,86,32004
2007,2007-08-16,89,32005
2007,2007-08-17,80,32006
2007,2007-08-18,74,32007
2007,2007-08-19,74,32008
2007,2007-08-20,68,32009
2007,2007-08-21,67,32010
2007,2007-08-22,69,32011
2007,2007-08-23,70,32012
2007,2007-08-24,91,32013
2007,2007-08-25,96,32014
2007,2007-08-26,86,32015
2007,2007-08-27,76,32016
2007,2007-08-28,78,32017
2007,2007-08-29,82,32018
2007,2007-08-30,89,32019
2007,2007-08-31,75,32020
2007,2007-09-01,79,32021
2007,2007-09-02,73,32022
2007,2007-09-03,87,32023
2007,2007-09-04,78,32024
2007,2007-09-05,73,32025
2007,2007-09-06,78,32026
2007,2007-09-07,94,32027
2007,2007-09-08,95,32028
2007,2007-09-09,77,32029
2007,2007-09-10,66,32030
2007,2007-09-11,68,32031
2007,2007-09-12,76,32032
2007,2007-09-13,73,32033
2007,2007-09-14,76,32034
2007,2007-09-15,65,32035
2007,2007-09-16,61,32036
2007,2007-09-17,63,32037
2007,2007-09-18,63,32038
2007,2007-09-19,64,32039
2007,2007-09-20,78,32040
2007,2007-09-21,71,32041
2007,2007-09-22,80,32042
2007,2007-09-23,80,32043
2007,2007-09-24,82,32044
2007,2007-09-25,88,32045
2007,2007-09-26,93,32046
2007,2007-09-27,85,32047
2007,2007-09-28,80,32048
2007,2007-09-29,74,32049
2007,2007-09-30,63,32050
2007,2007-10-01,65,32051
2007,2007-10-02,65,32052
2007,2007-10-03,70,32053
2007,2007-10-04,86,32054
2007,2007-10-05,82,32055
2007,2007-10-06,80,32056
2007,2007-10-07,69,32057
2007,2007-10-08,59,32058
2007,2007-10-09,61,32059
2007,2007-10-10,60,32060
2007,2007-10-11,60,32061
2007,2007-10-12,65,32062
2007,2007-10-13,60,32063
2007,2007-10-14,62,32064
2007,2007-10-15,63,32065
2007,2007-10-16,63,32066
2007,2007-10-17,63,32067
2007,2007-10-18,69,32068
2007,2007-10-19,73,32069
2007,2007-10-20,72,32070
2007,2007-10-21,75,32071
2007,2007-10-22,81,32072
2007,2007-10-23,78,32073
2007,2007-10-24,66,32074
2007,2007-10-25,58,32075
2007,2007-10-26,59,32076
2007,2007-10-27,70,32077
2007,2007-10-28,61,32078
2007,2007-10-29,51,32079
2007,2007-10-30,63,32080
2007,2007-10-31,64,32081
2007,2007-11-01,69,32082
2007,2007-11-02,51,32083
2007,2007-11-03,50,32084
2007,2007-11-04,57,32085
2007,2007-11-05,53,32086
2007,2007-11-06,55,32087
2007,2007-11-07,51,32088
2007,2007-11-08,45,32089
2007,2007-11-09,46,32090
2007,2007-11-10,43,32091
2007,2007-11-11,46,32092
2007,2007-11-12,45,32093
2007,2007-11-13,58,32094
2007,2007-11-14,60,32095
2007,2007-11-15,66,32096
2007,2007-11-16,47,32097
2007,2007-11-17,43,32098
2007,2007-11-18,43,32099
2007,2007-11-19,40,32100
2007,2007-11-20,41,32101
2007,2007-11-21,46,32102
2007,2007-11-22,60,32103
2007,2007-11-23,43,32104
2007,2007-11-24,34,32105
2007,2007-11-25,50,32106
2007,2007-11-26,58,32107
2007,2007-11-27,64,32108
2007,2007-11-28,46,32109
2007,2007-11-29,51,32110
2007,2007-11-30,42,32111
2007,2007-12-01,38,32112
2007,2007-12-02,28,32113
2007,2007-12-03,41,32114
2007,2007-12-04,30,32115
2007,2007-12-05,32,32116
2007,2007-12-06,31,32117
2007,2007-12-07,37,32118
2007,2007-12-08,44,32119
2007,2007-12-09,36,32120
2007,2007-12-10,33,32121
2007,2007-12-11,37,32122
2007,2007-12-12,48,32123
2007,2007-12-13,33,32124
2007,2007-12-14,41,32125
2007,2007-12-15,34,32126
2007,2007-12-16,43,32127
2007,2007-12-17,36,32128
2007,2007-12-18,32,32129
2007,2007-12-19,38,32130
2007,2007-12-20,35,32131
2007,2007-12-21,29,32132
2007,2007-12-22,38,32133
2007,2007-12-23,51,32134
2007,2007-12-24,53,32135
2007,2007-12-25,43,32136
2007,2007-12-26,40,32137
2007,2007-12-27,39,32138
2007,2007-12-28,47,32139
2007,2007-12-29,46,32140
2007,2007-12-30,42,32141
2007,2007-12-31,41,32142
2008,2008-01-01,40,32143
2008,2008-01-02,33,32144
2008,2008-01-03,14,32145
2008,2008-01-04,32,32146
2008,2008-01-05,42,32147
2008,2008-01-06,47,32148
2008,2008-01-07,55,32149
2008,2008-01-08,67,32150
2008,2008-01-09,62,32151
2008,2008-01-10,49,32152
2008,2008-01-11,57,32153
2008,2008-01-12,48,32154
2008,2008-01-13,44,32155
2008,2008-01-14,39,32156
2008,2008-01-15,35,32157
2008,2008-01-16,34,32158
2008,2008-01-17,35,32159
2008,2008-01-18,47,32160
2008,2008-01-19,35,32161
2008,2008-01-20,34,32162
2008,2008-01-21,25,32163
2008,2008-01-22,40,32164
2008,2008-01-23,37,32165
2008,2008-01-24,32,32166
2008,2008-01-25,31,32167
2008,2008-01-26,33,32168
2008,2008-01-27,34,32169
2008,2008-01-28,41,32170
2008,2008-01-29,40,32171
2008,2008-01-30,50,32172
2008,2008-01-31,36,32173
2008,2008-02-01,54,32174
2008,2008-02-02,53,32175
2008,2008-02-03,45,32176
2008,2008-02-04,40,32177
2008,2008-02-05,45,32178
2008,2008-02-06,46,32179
2008,2008-02-07,37,32180
2008,2008-02-08,32,32181
2008,2008-02-09,37,32182
2008,2008-02-10,43,32183
2008,2008-02-11,26,32184
2008,2008-02-12,30,32185
2008,2008-02-13,40,32186
2008,2008-02-14,39,32187
2008,2008-02-15,47,32188
2008,2008-02-16,31,32189
2008,2008-02-17,45,32190
2008,2008-02-18,62,32191
2008,2008-02-19,45,32192
2008,2008-02-20,31,32193
2008,2008-02-21,31,32194
2008,2008-02-22,32,32195
2008,2008-02-23,34,32196
2008,2008-02-24,39,32197
2008,2008-02-25,47,32198
2008,2008-02-26,40,32199
2008,2008-02-27,40,32200
2008,2008-02-28,28,32201
2008,2008-02-29,25,32202
2008,2008-03-01,39,32203
2008,2008-03-02,41,32204
2008,2008-03-03,49,32205
2008,2008-03-04,61,32206
2008,2008-03-05,60,32207
2008,2008-03-06,42,32208
2008,2008-03-07,43,32209
2008,2008-03-08,58,32210
2008,2008-03-09,51,32211
2008,2008-03-10,39,32212
2008,2008-03-11,43,32213
2008,2008-03-12,43,32214
2008,2008-03-13,38,32215
2008,2008-03-14,51,32216
2008,2008-03-15,40,32217
2008,2008-03-16,41,32218
2008,2008-03-17,44,32219
2008,2008-03-18,39,32220
2008,2008-03-19,41,32221
2008,2008-03-20,45,32222
2008,2008-03-21,40,32223
2008,2008-03-22,47,32224
2008,2008-03-23,45,32225
2008,2008-03-24,44,32226
2008,2008-03-25,38,32227
2008,2008-03-26,58,32228
2008,2008-03-27,55,32229
2008,2008-03-28,43,32230
2008,2008-03-29,36,32231
2008,2008-03-30,41,32232
2008,2008-03-31,53,32233
2008,2008-04-01,64,32234
2008,2008-04-02,55,32235
2008,2008-04-03,53,32236
2008,2008-04-04,44,32237
2008,2008-04-05,54,32238
2008,2008-04-06,42,32239
2008,2008-04-07,43,32240
2008,2008-04-08,45,32241
2008,2008-04-09,53,32242
2008,2008-04-10,72,32243
2008,2008-04-11,53,32244
2008,2008-04-12,61,32245
2008,2008-04-13,49,32246
2008,2008-04-14,55,32247
2008,2008-04-15,53,32248
2008,2008-04-16,58,32249
2008,2008-04-17,56,32250
2008,2008-04-18,68,32251
2008,2008-04-19,57,32252
2008,2008-04-20,55,32253
2008,2008-04-21,52,32254
2008,2008-04-22,67,32255
2008,2008-04-23,84,32256
2008,2008-04-24,74,32257
2008,2008-04-25,62,32258
2008,2008-04-26,53,32259
2008,2008-04-27,51,32260
2008,2008-04-28,58,32261
2008,2008-04-29,60,32262
2008,2008-04-30,53,32263
2008,2008-05-01,60,32264
2008,2008-05-02,50,32265
2008,2008-05-03,48,32266
2008,2008-05-04,52,32267
2008,2008-05-05,58,32268
2008,2008-05-06,66,32269
2008,2008-05-07,70,32270
2008,2008-05-08,77,32271
2008,2008-05-09,61,32272
2008,2008-05-10,59,32273
2008,2008-05-11,58,32274
2008,2008-05-12,51,32275
2008,2008-05-13,66,32276
2008,2008-05-14,60,32277
2008,2008-05-15,69,32278
2008,2008-05-16,59,32279
2008,2008-05-17,73,32280
2008,2008-05-18,71,32281
2008,2008-05-19,60,32282
2008,2008-05-20,66,32283
2008,2008-05-21,71,32284
2008,2008-05-22,60,32285
2008,2008-05-23,72,32286
2008,2008-05-24,72,32287
2008,2008-05-25,71,32288
2008,2008-05-26,80,32289
2008,2008-05-27,83,32290
2008,2008-05-28,68,32291
2008,2008-05-29,77,32292
2008,2008-05-30,66,32293
2008,2008-05-31,76,32294
2008,2008-06-01,82,32295
2008,2008-06-02,78,32296
2008,2008-06-03,86,32297
2008,2008-06-04,70,32298
2008,2008-06-05,59,32299
2008,2008-06-06,61,32300
2008,2008-06-07,92,32301
2008,2008-06-08,93,32302
2008,2008-06-09,95,32303
2008,2008-06-10,95,32304
2008,2008-06-11,87,32305
2008,2008-06-12,81,32306
2008,2008-06-13,78,32307
2008,2008-06-14,75,32308
2008,2008-06-15,64,32309
2008,2008-06-16,67,32310
2008,2008-06-17,80,32311
2008,2008-06-18,74,32312
2008,2008-06-19,75,32313
2008,2008-06-20,80,32314
2008,2008-06-21,83,32315
2008,2008-06-22,84,32316
2008,2008-06-23,73,32317
2008,2008-06-24,78,32318
2008,2008-06-25,83,32319
2008,2008-06-26,82,32320
2008,2008-06-27,85,32321
2008,2008-06-28,69,32322
2008,2008-06-29,75,32323
2008,2008-06-30,88,32324
2008,2008-07-01,88,32325
2008,2008-07-02,80,32326
2008,2008-07-03,88,32327
2008,2008-07-04,72,32328
2008,2008-07-05,69,32329
2008,2008-07-06,79,32330
2008,2008-07-07,87,32331
2008,2008-07-08,90,32332
2008,2008-07-09,90,32333
2008,2008-07-10,84,32334
2008,2008-07-11,77,32335
2008,2008-07-12,83,32336
2008,2008-07-13,84,32337
2008,2008-07-14,84,32338
2008,2008-07-15,88,32339
2008,2008-07-16,82,32340
2008,2008-07-17,85,32341
2008,2008-07-18,92,32342
2008,2008-07-19,95,32343
2008,2008-07-20,82,32344
2008,2008-07-21,84,32345
2008,2008-07-22,73,32346
2008,2008-07-23,71,32347
2008,2008-07-24,83,32348
2008,2008-07-25,77,32349
2008,2008-07-26,85,32350
2008,2008-07-27,80,32351
2008,2008-07-28,85,32352
2008,2008-07-29,86,32353
2008,2008-07-30,80,32354
2008,2008-07-31,85,32355
2008,2008-08-01,80,32356
2008,2008-08-02,75,32357
2008,2008-08-03,80,32358
2008,2008-08-04,83,32359
2008,2008-08-05,71,32360
2008,2008-08-06,66,32361
2008,2008-08-07,71,32362
2008,2008-08-08,74,32363
2008,2008-08-09,77,32364
2008,2008-08-10,76,32365
2008,2008-08-11,68,32366
2008,2008-08-12,75,32367
2008,2008-08-13,80,32368
2008,2008-08-14,75,32369
2008,2008-08-15,75,32370
2008,2008-08-16,81,32371
2008,2008-08-17,82,32372
2008,2008-08-18,87,32373
2008,2008-08-19,79,32374
2008,2008-08-20,75,32375
2008,2008-08-21,78,32376
2008,2008-08-22,79,32377
2008,2008-08-23,78,32378
2008,2008-08-24,76,32379
2008,2008-08-25,84,32380
2008,2008-08-26,75,32381
2008,2008-08-27,73,32382
2008,2008-08-28,74,32383
2008,2008-08-29,75,32384
2008,2008-08-30,79,32385
2008,2008-08-31,82,32386
2008,2008-09-01,84,32387
2008,2008-09-02,76,32388
2008,2008-09-03,75,32389
2008,2008-09-04,88,32390
2008,2008-09-05,89,32391
2008,2008-09-06,83,32392
2008,2008-09-07,80,32393
2008,2008-09-08,79,32394
2008,2008-09-09,77,32395
2008,2008-09-10,70,32396
2008,2008-09-11,68,32397
2008,2008-09-12,68,32398
2008,2008-09-13,73,32399
2008,2008-09-14,73,32400
2008,2008-09-15,82,32401
2008,2008-09-16,65,32402
2008,2008-09-17,67,32403
2008,2008-09-18,68,32404
2008,2008-09-19,58,32405
2008,2008-09-20,62,32406
2008,2008-09-21,75,32407
2008,2008-09-22,61,32408
2008,2008-09-23,62,32409
2008,2008-09-24,63,32410
2008,2008-09-25,64,32411
2008,2008-09-26,63,32412
2008,2008-09-27,68,32413
2008,2008-09-28,71,32414
2008,2008-09-29,69,32415
2008,2008-09-30,64,32416
2008,2008-10-01,68,32417
2008,2008-10-02,64,32418
2008,2008-10-03,64,32419
2008,2008-10-04,63,32420
2008,2008-10-05,56,32421
2008,2008-10-06,60,32422
2008,2008-10-07,66,32423
2008,2008-10-08,71,32424
2008,2008-10-09,74,32425
2008,2008-10-10,71,32426
2008,2008-10-11,70,32427
2008,2008-10-12,65,32428
2008,2008-10-13,62,32429
2008,2008-10-14,67,32430
2008,2008-10-15,63,32431
2008,2008-10-16,70,32432
2008,2008-10-17,60,32433
2008,2008-10-18,53,32434
2008,2008-10-19,50,32435
2008,2008-10-20,56,32436
2008,2008-10-21,59,32437
2008,2008-10-22,48,32438
2008,2008-10-23,48,32439
2008,2008-10-24,63,32440
2008,2008-10-25,66,32441
2008,2008-10-26,66,32442
2008,2008-10-27,61,32443
2008,2008-10-28,54,32444
2008,2008-10-29,46,32445
2008,2008-10-30,46,32446
2008,2008-10-31,63,32447
2008,2008-11-01,61,32448
2008,2008-11-02,44,32449
2008,2008-11-03,52,32450
2008,2008-11-04,66,32451
2008,2008-11-05,59,32452
2008,2008-11-06,58,32453
2008,2008-11-07,59,32454
2008,2008-11-08,62,32455
2008,2008-11-09,59,32456
2008,2008-11-10,53,32457
2008,2008-11-11,50,32458
2008,2008-11-12,48,32459
2008,2008-11-13,50,32460
2008,2008-11-14,59,32461
2008,2008-11-15,70,32462
2008,2008-11-16,66,32463
2008,2008-11-17,48,32464
2008,2008-11-18,40,32465
2008,2008-11-19,33,32466
2008,2008-11-20,35,32467
2008,2008-11-21,35,32468
2008,2008-11-22,29,32469
2008,2008-11-23,33,32470
2008,2008-11-24,44,32471
2008,2008-11-25,51,32472
2008,2008-11-26,45,32473
2008,2008-11-27,45,32474
2008,2008-11-28,46,32475
2008,2008-11-29,45,32476
2008,2008-11-30,45,32477
2008,2008-12-01,60,32478
2008,2008-12-02,48,32479
2008,2008-12-03,46,32480
2008,2008-12-04,55,32481
2008,2008-12-05,42,32482
