crack,age,siblings,income,educ,workhours,minority,female,evermarried
0,24,2,11.6375,15,20,1,0,0
0,24,1,26.95,16,20,1,0,0
0,36,2,26.95,16,20,1,1,0
0,49,5,0.98,8,21,0,0,0
0,26,2,15.925,12,24,0,1,0
0,28,2,40.425,12,24,0,0,0
0,55,4,6.7375,14,24,0,1,0
0,63,1,11.6375,18,24,0,0,0
0,21,3,0.245,12,24,1,1,0
0,23,5,2.695,12,25,0,1,0
0,23,0,5.5125,13,25,0,0,0
0,35,2,0.245,16,25,0,1,0
0,23,0,58.8,17,25,0,1,0
0,25,4,4.41,16,25,1,1,0
0,19,3,49,12,27,1,1,0
0,33,5,3.185,9,30,0,1,0
0,19,2,13.475,11,30,0,0,0
0,29,3,13.475,11,30,0,1,0
0,20,4,5.5125,12,30,0,1,0
0,57,2,7.9625,12,30,0,1,0
0,30,8,18.375,12,30,0,0,0
0,39,3,22.05,12,30,0,1,0
0,21,2,155.1399731,12,30,0,0,0
0,21,6,40.425,13,30,0,1,0
0,24,3,22.05,14,30,0,0,0
0,20,0,49,14,30,0,0,0
0,49,8,2.205,15,30,0,1,0
0,61,3,18.375,20,30,0,1,0
0,29,13,10.4125,10,30,1,0,0
0,33,2,9.1875,15,30,1,1,0
0,27,2,15.925,17,30,1,1,0
0,52,5,0.98,10,31,1,1,0
0,22,6,5.5125,11,32,0,1,0
0,24,5,1.715,16,32,0,0,0
0,34,1,15.925,18,32,0,1,0
0,61,11,26.95,14,32,1,1,0
0,26,2,7.9625,8,33,0,0,0
0,23,3,9.1875,11,33,0,0,0
0,32,0,7.9625,14,34,0,0,0
0,23,3,22.05,12,35,0,1,0
0,38,6,155.1399731,18,35,0,0,0
0,37,3,9.1875,12,35,1,1,0
0,31,10,7.9625,13,35,1,1,0
0,53,1,68.6,17,35,1,0,0
0,22,1,155.1399731,13,36,0,0,0
0,33,22,5.5125,11,36,1,1,0
0,18,3,26.95,12,36,1,0,0
0,24,2,22.05,15,36,1,0,0
0,23,3,13.475,13,37,0,1,0
0,35,3,10.4125,14,37,1,1,0
0,38,0,9.1875,12,38,0,0,0
0,49,5,26.95,12,38,0,1,0
0,44,1,7.9625,15,38,0,0,0
0,22,1,3.185,16,38,0,0,0
0,25,3,7.9625,18,38,0,1,0
0,44,0,26.95,17,38,1,1,0
0,22,7,7.9625,6,40,0,0,0
0,33,4,10.4125,6,40,0,0,0
0,38,9,15.925,9,40,0,0,0
0,37,4,1.715,12,40,0,1,0
0,36,5,15.925,12,40,0,0,0
0,21,1,18.375,12,40,0,1,0
0,34,1,22.05,12,40,0,1,0
0,53,2,22.05,12,40,0,0,0
0,52,3,22.05,12,40,0,0,0
0,28,4,22.05,12,40,0,1,0
0,28,2,10.4125,13,40,0,1,0
0,26,5,15.925,13,40,0,0,0
0,59,3,22.05,13,40,0,1,0
0,31,1,40.425,13,40,0,0,0
0,23,3,2.695,14,40,0,1,0
0,55,3,15.925,14,40,0,0,0
0,27,3,15.925,14,40,0,1,0
0,38,3,18.375,14,40,0,1,0
0,32,4,26.95,14,40,0,0,0
0,27,1,155.1399731,14,40,0,1,0
0,21,2,4.41,15,40,0,1,0
0,22,3,10.4125,15,40,0,1,0
0,53,1,13.475,15,40,0,1,0
0,23,3,33.075,15,40,0,1,0
0,22,1,40.425,15,40,0,1,0
0,22,2,155.1399731,15,40,0,0,0
0,54,2,9.1875,16,40,0,1,0
0,35,1,18.375,16,40,0,0,0
0,28,2,18.375,16,40,0,1,0
0,37,1,26.95,16,40,0,0,0
0,28,1,26.95,16,40,0,1,0
0,27,1,58.8,16,40,0,0,0
0,28,1,68.6,16,40,0,1,0
0,31,1,155.1399731,16,40,0,1,0
0,52,2,155.1399731,16,40,0,0,0
0,28,0,15.925,17,40,0,1,0
0,26,2,18.375,17,40,0,1,0
0,40,0,58.8,17,40,0,0,0
0,29,1,15.925,18,40,0,0,0
0,29,0,26.95,18,40,0,0,0
0,47,1,22.05,19,40,0,0,0
0,37,2,26.95,19,40,0,1,0
0,40,3,26.95,19,40,0,1,0
0,50,1,26.95,20,40,0,1,0
0,29,12,11.6375,6,40,1,0,0
0,25,2,5.5125,8,40,1,1,0
0,38,9,18.375,10,40,1,0,0
0,31,7,10.4125,11,40,1,1,0
0,25,1,13.475,12,40,1,1,0
0,30,3,13.475,12,40,1,0,0
0,33,6,13.475,12,40,1,0,0
0,60,2,18.375,12,40,1,1,0
0,49,2,22.05,12,40,1,1,0
0,30,4,26.95,12,40,1,1,0
0,47,3,33.075,12,40,1,0,0
0,30,2,4.41,13,40,1,1,0
0,38,4,13.475,13,40,1,1,0
0,23,0,40.425,13,40,1,0,0
0,35,2,40.425,13,40,1,1,0
0,62,7,6.7375,14,40,1,1,0
0,46,2,10.4125,14,40,1,0,0
0,32,4,13.475,14,40,1,1,0
0,30,2,22.05,14,40,1,1,0
0,50,1,18.375,15,40,1,1,0
0,45,2,40.425,15,40,1,0,0
0,61,3,9.1875,16,40,1,1,0
0,31,2,22.05,16,40,1,0,0
0,28,3,22.05,16,40,1,1,0
0,37,16,22.05,16,40,1,1,0
0,29,0,26.95,16,40,1,0,0
0,30,3,33.075,16,40,1,0,0
0,45,3,22.05,17,40,1,1,0
0,37,4,33.075,17,40,1,0,0
0,26,0,33.075,18,40,1,0,0
0,29,1,33.075,18,40,1,0,0
0,28,5,13.475,19,40,1,1,0
0,34,5,26.95,20,40,1,1,0
0,24,2,33.075,13,41,0,1,0
0,21,2,7.9625,12,42,0,0,0
0,27,7,26.95,14,42,1,1,0
0,25,4,33.075,12,43,0,0,0
0,35,2,49,12,43,0,0,0
0,19,1,22.05,13,43,0,1,0
0,65,6,15.925,12,44,0,1,0
0,48,4,68.6,16,44,0,0,0
0,51,4,6.7375,12,44,1,0,0
0,43,14,22.05,14,44,1,1,0
0,30,3,49,20,44,1,0,0
0,33,5,22.05,10,45,0,1,0
0,20,1,6.7375,13,45,0,0,0
0,38,2,15.925,15,45,0,0,0
0,22,2,5.5125,16,45,0,1,0
0,27,3,40.425,17,45,0,0,0
0,35,2,22.05,18,45,0,0,0
0,27,2,33.075,19,45,0,0,0
0,30,2,22.05,20,45,0,0,0
0,25,4,9.1875,13,45,1,0,0
0,42,5,18.375,14,45,1,1,0
0,25,1,22.05,14,45,1,0,0
0,38,10,68.6,14,45,1,0,0
0,25,0,58.8,16,45,1,0,0
0,37,8,155.1399731,18,45,1,0,0
0,26,0,15.925,20,45,1,0,0
0,50,5,6.7375,12,46,0,1,0
0,33,2,33.075,12,46,0,0,0
0,33,0,22.05,15,46,1,1,0
0,30,3,18.375,11,47,0,0,0
0,43,4,40.425,17,47,0,0,0
0,29,6,10.4125,13,47,1,0,0
0,22,3,15.925,13,48,0,1,0
0,23,5,22.05,15,48,0,0,0
0,28,1,22.05,16,48,0,0,0
0,33,3,26.95,16,48,0,1,0
0,21,8,3.675,11,50,0,0,0
0,34,2,7.9625,12,50,0,1,0
0,64,5,22.05,12,50,0,1,0
0,28,2,7.9625,16,50,0,1,0
0,27,1,22.05,16,50,0,1,0
0,28,1,40.425,17,50,0,0,0
0,32,2,49,17,50,0,0,0
0,28,1,58.8,16,50,1,0,0
0,22,1,6.7375,16,52,0,1,0
0,30,1,18.375,12,53,0,0,0
0,29,3,22.05,13,53,0,0,0
0,35,2,26.95,13,53,1,1,0
0,30,2,26.95,16,55,0,0,0
0,32,1,33.075,16,55,0,0,0
0,27,1,22.05,12,56,1,0,0
0,22,1,49,11,57,1,0,0
0,29,1,22.05,16,59,0,0,0
0,28,1,33.075,11,60,0,0,0
0,26,3,0.245,13,60,0,0,0
0,38,3,7.9625,13,60,0,1,0
0,28,1,49,16,60,0,0,0
0,48,1,49,16,60,0,1,0
0,45,2,7.9625,17,60,0,1,0
0,55,6,10.4125,17,60,0,0,0
0,23,1,155.1399731,17,60,0,0,0
0,22,1,33.075,11,60,1,0,0
0,29,4,13.475,12,60,1,1,0
0,23,5,13.475,13,60,1,0,0
0,33,10,5.5125,9,62,0,1,0
0,37,3,26.95,12,63,1,0,0
0,34,1,9.1875,15,64,1,1,0
0,60,6,9.1875,12,65,0,0,0
0,31,2,10.4125,12,65,0,1,0
0,30,1,10.4125,19,65,0,0,0
0,32,1,26.95,16,68,0,0,0
0,47,2,18.375,12,70,0,1,0
0,50,1,40.425,12,70,0,1,0
0,23,1,18.375,16,70,0,1,0
0,43,3,40.425,12,70,1,1,0
0,22,1,18.375,16,72,0,0,0
0,56,3,68.6,16,75,0,0,0
0,34,2,13.475,17,80,0,0,0
0,32,5,9.1875,17,80,1,0,0
0,25,1,33.075,16,85,0,0,0
0,34,3,22.05,12,86,1,0,0
0,27,4,4.41,12,89,0,0,0
0,28,2,58.8,16,89,0,0,0
1,58,8,13.475,9,9,1,1,1
1,46,1,6.7375,8,17,0,1,1
1,63,3,0.98,9,20,0,0,1
1,40,6,26.95,11,25,0,1,1
1,31,1,40.425,12,25,0,1,1
1,50,5,4.41,14,25,1,0,1
1,36,2,22.05,13,26,0,0,1
1,25,4,6.7375,12,30,0,1,1
1,47,3,5.5125,12,34,0,0,1
1,68,4,5.5125,6,36,1,0,1
1,39,12,6.7375,13,36,1,1,1
1,28,2,15.925,12,40,0,0,1
1,38,1,155.1399731,16,40,0,1,1
1,28,1,40.425,8,40,1,0,1
1,57,3,18.375,12,40,1,1,1
1,39,5,22.05,12,40,1,0,1
1,57,6,9.1875,14,40,1,0,1
1,34,1,40.425,15,40,1,0,1
1,63,2,26.95,14,41,0,0,1
1,32,1,49,14,42,0,1,1
1,41,1,15.925,14,44,0,1,1
1,30,2,18.375,12,45,0,0,1
1,47,1,49,14,45,0,0,1
1,47,1,40.425,17,45,0,0,1
1,36,2,40.425,19,45,0,0,1
1,35,5,18.375,9,50,1,0,1
1,30,4,9.1875,10,53,0,0,1
1,53,9,15.925,10,55,0,0,1
1,38,2,58.8,11,60,0,0,1
1,44,4,58.8,18,60,0,0,1
1,23,3,5.5125,12,60,1,1,1
1,45,2,26.95,16,70,1,1,1
1,51,7,7.9625,10,9,0,0,0
1,45,8,5.5125,14,9,0,0,0
1,51,2,26.95,12,15,0,0,0
1,37,1,4.41,9,16,1,1,0
1,35,4,26.95,12,20,0,0,0
1,25,3,11.6375,13,20,0,0,0
1,49,0,22.05,15,22,0,0,0
1,38,2,5.5125,12,24,0,1,0
1,28,2,10.4125,13,30,0,0,0
1,47,3,11.6375,13,30,0,1,0
1,36,6,5.5125,14,30,0,0,0
1,50,6,0.245,9,30,1,0,0
1,24,6,10.4125,10,32,0,1,0
1,37,2,6.7375,12,32,0,1,0
1,46,4,10.4125,12,35,0,1,0
1,46,2,40.425,16,35,0,0,0
1,29,3,9.1875,14,38,0,0,0
1,42,5,9.1875,11,40,0,0,0
1,61,3,15.925,13,40,0,0,0
1,54,3,49,16,40,0,0,0
1,34,4,0.98,5,40,1,1,0
1,30,11,15.925,10,40,1,0,0
1,49,1,33.075,16,40,1,1,0
1,30,8,26.95,12,44,0,0,0
1,46,6,68.6,18,45,0,1,0
1,30,7,13.475,11,46,0,1,0
1,42,6,26.95,16,50,0,1,0
1,30,2,13.475,16,55,0,0,0
1,33,4,22.05,14,65,0,0,0
1,31,1,22.05,16,70,1,0,0
1,47,2,7.9625,12,77,0,0,0
